transcript,Free_Energy
PB2015.16793.1_34,-28.5
PB2015.13503.1_126,-34.9
PB2015.10389.2_6,-71.7
PB2015.10389.2_7,-80.1
PB2015.10389.2_4,-70.3
PB2015.10389.2_5,-71.6
PB2015.10389.2_2,-73.7
PB2015.10389.2_3,-69.0
PB2015.10389.2_0,-78.2
PB2015.10389.2_1,-83.8
PB2015.10389.2_8,-78.0
PB2015.10389.2_9,-67.7
PB2015.16106.5_6,-50.9
PB2015.6798.1_2,-48.3
PB2015.8815.1_7,-49.3
PB2015.8815.1_6,-57.1
PB2015.8815.1_5,-50.6
PB2015.8815.1_4,-45.4
PB2015.8815.1_3,-45.3
PB2015.16106.5_4,-55.7
PB2015.8815.1_1,-52.0
PB2015.8815.1_0,-60.8
PB2015.11899.1_10,-49.7
PB2015.11899.1_11,-46.2
PB2015.11899.1_12,-38.5
PB2015.6798.1_0,-61.8
PB2015.11899.1_14,-42.0
PB2015.11899.1_15,-37.7
PB2015.11899.1_16,-35.5
PB2015.11899.1_17,-42.6
PB2015.11899.1_18,-52.2
PB2015.11899.1_19,-56.3
PB2015.6798.1_6,-33.4
PB2015.6798.1_5,-31.1
PB2015.6798.1_4,-53.4
PB2015.16057.2_38,-29.3
PB2015.16057.2_39,-28.8
PB2015.16057.2_32,-36.7
PB2015.16057.2_33,-33.1
PB2015.16057.2_30,-32.6
PB2015.16057.2_31,-38.2
PB2015.16057.2_36,-29.4
PB2015.16057.2_37,-34.9
PB2015.16057.2_34,-32.4
PB2015.16057.2_35,-30.1
PB2015.1109.3_0,-51.3
PB2015.1109.3_1,-47.3
PB2015.1109.3_2,-44.3
PB2015.1109.3_3,-55.7
PB2015.1109.3_4,-47.8
PB2015.1109.3_5,-44.2
PB2015.1109.3_6,-52.5
PB2015.1109.3_7,-55.2
PB2015.1109.3_8,-58.2
PB2015.1109.3_9,-59.5
PB2015.4644.2_41,-50.0
PB2015.4644.2_40,-50.9
PB2015.4644.2_43,-56.7
PB2015.4644.2_42,-58.3
PB2015.13248.1_8,-23.3
PB2015.13248.1_9,-26.3
PB2015.13248.1_0,-48.4
PB2015.13248.1_1,-39.1
PB2015.13248.1_2,-33.3
PB2015.13248.1_3,-35.7
PB2015.13248.1_4,-44.5
PB2015.13248.1_5,-40.8
PB2015.13248.1_6,-30.9
PB2015.13248.1_7,-21.6
PB2015.8254.17_4,-22.6
PB2015.12781.1_2,-61.8
PB2015.8254.17_6,-22.9
PB2015.12781.1_0,-62.6
PB2015.12781.1_7,-36.5
PB2015.8254.17_1,-16.7
PB2015.12781.1_5,-43.2
PB2015.8254.17_3,-18.6
PB2015.12781.1_9,-23.5
PB2015.12781.1_8,-30.9
PB2015.9080.1_4,-57.8
PB2015.9080.1_2,-62.6
PB2015.14888.1_12,-32.1
PB2015.14888.1_11,-29.3
PB2015.8065.1_2,-53.2
PB2015.8065.1_3,-51.8
PB2015.8065.1_0,-57.1
PB2015.8065.1_1,-60.2
PB2015.8832.11_12,-36.0
PB2015.8832.11_13,-28.3
PB2015.8832.11_10,-14.8
PB2015.8832.11_11,-29.4
PB2015.8832.11_16,-31.4
PB2015.8832.11_17,-37.2
PB2015.8832.11_14,-28.1
PB2015.8832.11_15,-30.3
PB2015.8832.11_18,-52.6
PB2015.8832.11_19,-46.7
PB2015.13866.4_3,-38.5
PB2015.13866.4_2,-37.7
PB2015.13866.4_1,-41.8
PB2015.13866.4_0,-47.0
PB2015.13866.4_7,-40.7
PB2015.13866.4_6,-37.2
PB2015.13866.4_5,-29.8
PB2015.13866.4_4,-30.1
PB2015.13866.4_9,-32.5
PB2015.13866.4_8,-40.7
PB2015.11794.1_111,-11.0
PB2015.16677.5_20,-41.5
PB2015.16677.5_21,-41.2
PB2015.16677.5_22,-48.3
PB2015.16677.5_23,-42.5
PB2015.14027.2_0,-39.6
PB2015.12092.1_29,-39.3
PB2015.12092.1_28,-33.7
PB2015.12092.1_23,-28.5
PB2015.12092.1_22,-24.2
PB2015.12092.1_21,-24.4
PB2015.12092.1_20,-24.6
PB2015.12092.1_27,-35.7
PB2015.12092.1_26,-28.4
PB2015.12092.1_25,-32.3
PB2015.12092.1_24,-28.7
PB2015.14500.1_38,-53.1
PB2015.14500.1_39,-43.4
PB2015.14500.1_32,-46.9
PB2015.14500.1_33,-51.2
PB2015.14500.1_30,-42.2
PB2015.14500.1_31,-50.3
PB2015.14500.1_36,-48.2
PB2015.14500.1_37,-56.4
PB2015.14500.1_34,-46.8
PB2015.14500.1_35,-47.6
PB2015.14287.1_8,-51.1
PB2015.14287.1_9,-44.6
PB2015.5884.4_3,-56.7
PB2015.14287.1_3,-50.1
PB2015.5884.4_1,-68.2
PB2015.14287.1_1,-56.3
PB2015.5884.4_7,-39.9
PB2015.5884.4_6,-43.3
PB2015.4935.2_26,-32.1
PB2015.4935.2_27,-27.2
PB2015.4935.2_24,-36.6
PB2015.4935.2_25,-33.5
PB2015.4935.2_22,-33.6
PB2015.4935.2_23,-38.4
PB2015.4935.2_20,-38.1
PB2015.4935.2_21,-38.1
PB2015.5884.4_4,-63.9
PB2015.4935.2_28,-29.0
PB2015.4935.2_29,-27.6
PB2015.4830.8_9,-38.9
PB2015.4830.8_8,-41.0
PB2015.4830.8_5,-43.1
PB2015.4830.8_4,-45.0
PB2015.4830.8_7,-41.7
PB2015.4830.8_6,-45.8
PB2015.4830.8_1,-55.0
PB2015.4830.8_0,-49.8
PB2015.4830.8_3,-48.7
PB2015.4830.8_2,-54.9
PB2015.7360.1_58,-66.1
PB2015.7360.1_51,-69.7
PB2015.7360.1_50,-63.8
PB2015.7360.1_53,-78.4
PB2015.7360.1_52,-77.0
PB2015.7360.1_55,-65.9
PB2015.7360.1_54,-65.7
PB2015.7360.1_57,-74.1
PB2015.7360.1_56,-65.3
PB2015.7460.3_0,-44.1
PB2015.7460.3_1,-52.3
PB2015.7460.3_2,-46.5
PB2015.13261.1_7,-66.0
PB2015.13261.1_6,-64.9
PB2015.13261.1_5,-61.3
PB2015.13261.1_4,-67.7
PB2015.13261.1_3,-58.8
PB2015.13261.1_2,-62.9
PB2015.13261.1_1,-67.1
PB2015.13261.1_0,-55.8
PB2015.4056.1_0,-32.8
PB2015.4056.1_1,-39.4
PB2015.4056.1_2,-32.8
PB2015.6893.3_49,-41.3
PB2015.6893.3_46,-53.9
PB2015.6893.3_47,-46.8
PB2015.6893.3_44,-56.5
PB2015.6893.3_45,-57.8
PB2015.6893.3_42,-57.8
PB2015.6893.3_43,-56.0
PB2015.6893.3_40,-52.5
PB2015.6893.3_41,-52.6
PB2015.2894.1_8,-41.7
PB2015.2894.1_9,-41.4
PB2015.2894.1_4,-41.2
PB2015.2894.1_5,-38.8
PB2015.2894.1_6,-41.6
PB2015.2894.1_7,-35.8
PB2015.2894.1_0,-56.1
PB2015.2894.1_1,-58.2
PB2015.2894.1_2,-55.9
PB2015.2894.1_3,-43.8
PB2015.7648.4_22,-42.3
PB2015.7648.4_23,-48.2
PB2015.7648.4_20,-30.4
PB2015.7648.4_21,-36.7
PB2015.3014.2_10,-34.8
PB2015.3500.1_9,-31.4
PB2015.3500.1_8,-31.4
PB2015.3500.1_1,-34.1
PB2015.3500.1_0,-41.3
PB2015.3500.1_3,-43.3
PB2015.3500.1_2,-36.1
PB2015.3500.1_5,-43.8
PB2015.3500.1_4,-41.6
PB2015.3500.1_7,-34.5
PB2015.3500.1_6,-36.8
PB2015.4471.2_10,-36.5
PB2015.4471.2_11,-35.8
PB2015.6270.3_0,-56.9
PB2015.6270.3_1,-56.5
PB2015.4471.2_14,-39.1
PB2015.6270.3_7,-47.8
PB2015.6270.3_4,-55.5
PB2015.4471.2_17,-33.3
PB2015.4471.2_18,-36.0
PB2015.4471.2_19,-43.1
PB2015.8986.2_48,-18.8
PB2015.6270.3_9,-66.1
PB2015.2086.3_9,-38.0
PB2015.2086.3_8,-41.9
PB2015.2086.3_3,-63.9
PB2015.2086.3_2,-66.5
PB2015.2086.3_1,-63.0
PB2015.2086.3_0,-64.5
PB2015.2086.3_7,-40.1
PB2015.2086.3_6,-56.8
PB2015.2086.3_5,-64.5
PB2015.2086.3_4,-60.7
PB2015.7962.11_9,-20.8
PB2015.7962.11_8,-29.8
PB2015.7962.11_1,-59.1
PB2015.7962.11_0,-59.1
PB2015.7962.11_3,-45.9
PB2015.7962.11_2,-50.1
PB2015.7962.11_5,-43.0
PB2015.7962.11_4,-43.0
PB2015.7962.11_7,-32.1
PB2015.7962.11_6,-36.0
PB2015.2766.7_105,-40.0
PB2015.6893.3_48,-44.8
PB2015.2766.7_104,-51.3
PB2015.11013.7_49,-34.5
PB2015.11013.7_48,-36.6
PB2015.11013.7_47,-35.2
PB2015.11013.7_46,-39.9
PB2015.11013.7_45,-37.7
PB2015.11013.7_44,-32.4
PB2015.11013.7_43,-31.6
PB2015.11013.7_42,-29.2
PB2015.11013.7_41,-26.4
PB2015.11013.7_40,-27.7
PB2015.13098.1_20,-42.6
PB2015.5463.6_5,-51.2
PB2015.13098.1_22,-34.3
PB2015.13098.1_23,-38.0
PB2015.5463.6_0,-57.0
PB2015.13098.1_25,-25.7
PB2015.5463.6_2,-57.3
PB2015.13098.1_27,-18.4
PB2015.13098.1_28,-28.5
PB2015.13098.1_29,-35.6
PB2015.5463.6_8,-51.6
PB2015.5463.6_9,-49.7
PB2015.16086.2_8,-38.9
PB2015.16086.2_9,-35.7
PB2015.16086.2_0,-46.9
PB2015.16086.2_1,-45.3
PB2015.16086.2_2,-49.5
PB2015.16086.2_3,-44.5
PB2015.16086.2_4,-49.5
PB2015.16086.2_5,-47.3
PB2015.16086.2_6,-51.2
PB2015.16086.2_7,-46.9
PB2015.2766.7_109,-44.2
PB2015.2766.7_108,-39.3
PB2015.465.3_88,-24.0
PB2015.465.3_89,-10.4
PB2015.465.3_82,-25.3
PB2015.465.3_83,-24.7
PB2015.465.3_80,-34.3
PB2015.465.3_81,-26.3
PB2015.465.3_86,-28.6
PB2015.465.3_87,-31.3
PB2015.465.3_84,-26.4
PB2015.465.3_85,-29.8
PB2015.7085.7_2,-52.5
PB2015.7085.7_1,-47.7
PB2015.7085.7_0,-54.3
PB2015.1169.5_4,-17.3
PB2015.1169.5_0,-45.7
PB2015.1169.5_1,-33.2
PB2015.1169.5_2,-28.7
PB2015.1169.5_3,-19.9
PB2015.2847.25_35,-38.6
PB2015.2847.25_34,-35.6
PB2015.2847.25_37,-37.5
PB2015.2847.25_36,-39.9
PB2015.2847.25_31,-46.3
PB2015.2847.25_30,-45.4
PB2015.2847.25_33,-37.0
PB2015.311.1_3,-39.3
PB2015.10237.9_13,-33.0
PB2015.10237.9_12,-36.8
PB2015.10237.9_11,-28.1
PB2015.10237.9_10,-18.8
PB2015.10237.9_16,-35.2
PB2015.10237.9_15,-34.4
PB2015.10237.9_14,-33.0
PB2015.1762.1_15,-43.8
PB2015.1762.1_14,-40.3
PB2015.1762.1_17,-50.6
PB2015.1762.1_16,-49.4
PB2015.1762.1_11,-32.0
PB2015.1762.1_10,-25.8
PB2015.1762.1_13,-35.5
PB2015.1762.1_12,-31.7
PB2015.15400.2_40,-33.2
PB2015.1762.1_19,-57.7
PB2015.1762.1_18,-53.9
PB2015.1006.3_41,-44.4
PB2015.12206.2_9,-52.8
PB2015.3038.2_10,-40.0
PB2015.3038.2_11,-36.1
PB2015.12206.2_1,-40.9
PB2015.1762.1_9,-23.4
PB2015.1762.1_8,-23.1
PB2015.1762.1_1,-20.5
PB2015.1762.1_0,-19.3
PB2015.1762.1_3,-22.5
PB2015.1762.1_2,-22.1
PB2015.1762.1_5,-19.4
PB2015.1762.1_4,-18.5
PB2015.1762.1_7,-21.5
PB2015.1762.1_6,-18.8
PB2015.13244.2_12,-18.3
PB2015.13244.2_11,-15.9
PB2015.13244.2_10,-15.8
PB2015.12800.4_21,-27.6
PB2015.8540.3_28,-40.4
PB2015.8540.3_21,-28.0
PB2015.8540.3_20,-26.8
PB2015.8540.3_23,-31.7
PB2015.8540.3_22,-32.1
PB2015.8540.3_25,-36.6
PB2015.8540.3_24,-33.0
PB2015.8540.3_27,-35.7
PB2015.8540.3_26,-32.7
PB2015.3081.3_19,-50.9
PB2015.3081.3_18,-36.9
PB2015.3081.3_17,-33.4
PB2015.3081.3_16,-35.4
PB2015.3081.3_15,-34.5
PB2015.3081.3_14,-40.6
PB2015.3081.3_13,-45.9
PB2015.3081.3_12,-41.8
PB2015.3081.3_11,-41.0
PB2015.3081.3_10,-42.4
PB2015.14672.3_52,-42.2
PB2015.14672.3_53,-56.1
PB2015.14672.3_50,-44.6
PB2015.14672.3_51,-53.4
PB2015.14672.3_56,-56.8
PB2015.14672.3_57,-68.6
PB2015.14672.3_54,-54.3
PB2015.14672.3_55,-50.0
PB2015.14672.3_58,-75.4
PB2015.14672.3_59,-74.8
PB2015.12543.4_75,-39.4
PB2015.4772.11_59,-34.6
PB2015.4772.11_58,-39.8
PB2015.4772.11_51,-18.2
PB2015.4772.11_50,-20.9
PB2015.4772.11_53,-24.8
PB2015.4772.11_52,-21.5
PB2015.4772.11_55,-24.6
PB2015.4772.11_54,-24.3
PB2015.4772.11_57,-31.2
PB2015.4772.11_56,-28.7
PB2015.9908.2_52,-55.7
PB2015.9908.2_53,-51.9
PB2015.9908.2_50,-56.0
PB2015.9908.2_51,-52.0
PB2015.7511.5_2,-29.0
PB2015.7511.5_1,-37.8
PB2015.7511.5_0,-37.6
PB2015.7962.11_10,-17.1
PB2015.7017.1_16,-34.6
PB2015.7017.1_17,-27.8
PB2015.7017.1_14,-33.2
PB2015.7017.1_15,-32.0
PB2015.7017.1_12,-38.1
PB2015.7017.1_13,-34.2
PB2015.7017.1_10,-38.6
PB2015.7017.1_11,-35.1
PB2015.7017.1_18,-25.6
PB2015.7017.1_19,-21.5
PB2015.10086.3_79,-27.2
PB2015.5936.2_3,-57.8
PB2015.5485.1_12,-56.3
PB2015.10086.3_78,-24.2
PB2015.5485.1_11,-57.1
PB2015.12543.4_192,-36.4
PB2015.12543.4_193,-38.2
PB2015.12543.4_190,-37.6
PB2015.12543.4_191,-32.6
PB2015.12543.4_196,-33.4
PB2015.12543.4_197,-33.6
PB2015.12543.4_194,-43.1
PB2015.12543.4_195,-35.2
PB2015.12543.4_198,-36.2
PB2015.12543.4_199,-37.7
PB2015.5485.1_7,-45.7
PB2015.5485.1_6,-41.4
PB2015.5485.1_5,-38.5
PB2015.5485.1_4,-33.1
PB2015.5485.1_3,-27.0
PB2015.5485.1_2,-41.3
PB2015.5485.1_1,-44.8
PB2015.5485.1_0,-46.2
PB2015.5936.2_4,-56.5
PB2015.5485.1_9,-53.9
PB2015.5485.1_8,-50.6
PB2015.12543.4_224,-57.2
PB2015.12543.4_225,-59.4
PB2015.12543.4_226,-61.2
PB2015.12543.4_227,-59.8
PB2015.12543.4_220,-53.0
PB2015.12543.4_221,-59.4
PB2015.12543.4_222,-56.5
PB2015.12543.4_223,-56.2
PB2015.12543.4_228,-51.0
PB2015.12543.4_229,-43.8
PB2015.7362.2_0,-50.3
PB2015.7362.2_1,-53.4
PB2015.7362.2_2,-41.4
PB2015.7362.2_3,-36.6
PB2015.7362.2_4,-37.8
PB2015.7362.2_5,-42.7
PB2015.7362.2_6,-40.5
PB2015.7362.2_7,-45.8
PB2015.7362.2_8,-47.9
PB2015.7362.2_9,-45.1
PB2015.2281.4_115,-12.0
PB2015.2281.4_114,-17.9
PB2015.2281.4_117,-12.3
PB2015.2281.4_116,-12.5
PB2015.2281.4_111,-27.1
PB2015.2281.4_110,-27.1
PB2015.2281.4_113,-21.4
PB2015.2281.4_112,-25.2
PB2015.7967.1_0,-45.2
PB2015.7967.1_1,-43.0
PB2015.7967.1_2,-43.8
PB2015.7967.1_3,-41.3
PB2015.7967.1_4,-47.8
PB2015.8725.1_20,-79.5
PB2015.8725.1_21,-77.7
PB2015.8725.1_22,-70.8
PB2015.8725.1_23,-65.1
PB2015.8725.1_24,-69.4
PB2015.8725.1_25,-53.0
PB2015.8725.1_26,-55.3
PB2015.8725.1_27,-46.7
PB2015.8725.1_28,-46.2
PB2015.8725.1_29,-39.8
PB2015.13580.2_12,-31.8
PB2015.13580.2_10,-35.9
PB2015.13580.2_11,-31.3
PB2015.13770.14_1,-47.5
PB2015.13770.14_0,-48.4
PB2015.865.2_52,-22.8
PB2015.865.2_53,-20.5
PB2015.865.2_50,-30.9
PB2015.865.2_51,-29.1
PB2015.865.2_56,-13.9
PB2015.865.2_57,-18.1
PB2015.865.2_54,-20.1
PB2015.865.2_55,-8.7
PB2015.6259.2_0,-36.0
PB2015.6259.2_1,-29.0
PB2015.865.2_58,-26.1
PB2015.865.2_59,-39.3
PB2015.10280.7_44,-28.5
PB2015.10280.7_45,-30.3
PB2015.10280.7_46,-30.7
PB2015.10280.7_40,-45.2
PB2015.10280.7_41,-32.2
PB2015.10280.7_42,-37.3
PB2015.10280.7_43,-30.3
PB2015.10389.2_47,-71.1
PB2015.10389.2_46,-74.1
PB2015.10389.2_45,-66.6
PB2015.10389.2_44,-59.8
PB2015.10389.2_43,-56.3
PB2015.10389.2_42,-53.7
PB2015.10389.2_41,-67.0
PB2015.10389.2_40,-63.9
PB2015.10389.2_49,-55.8
PB2015.10389.2_48,-62.3
PB2015.14636.1_2,-44.6
PB2015.14636.1_3,-36.3
PB2015.14636.1_0,-55.3
PB2015.14636.1_1,-44.8
PB2015.15622.8_13,-59.0
PB2015.15622.8_12,-58.7
PB2015.14636.1_4,-24.1
PB2015.15622.8_10,-51.5
PB2015.15622.8_19,-52.5
PB2015.15622.8_18,-56.3
PB2015.13607.10_18,-44.8
PB2015.13607.10_19,-43.0
PB2015.13607.10_14,-36.1
PB2015.13607.10_15,-37.9
PB2015.13607.10_16,-33.4
PB2015.13607.10_17,-31.8
PB2015.13607.10_10,-35.3
PB2015.13607.10_11,-39.7
PB2015.13607.10_12,-39.0
PB2015.13607.10_13,-40.3
PB2015.11363.1_2,-63.0
PB2015.11363.1_0,-73.8
PB2015.11363.1_1,-61.5
PB2015.16642.9_119,-27.7
PB2015.16642.9_118,-31.2
PB2015.16642.9_115,-38.9
PB2015.16642.9_114,-45.6
PB2015.1335.1_3,-28.2
PB2015.1335.1_2,-34.6
PB2015.16642.9_111,-51.4
PB2015.16642.9_110,-53.0
PB2015.16642.9_113,-50.6
PB2015.16642.9_112,-53.0
PB2015.10120.1_29,-52.0
PB2015.10120.1_28,-50.5
PB2015.13489.3_24,-33.5
PB2015.10120.1_26,-48.6
PB2015.10120.1_25,-58.2
PB2015.10120.1_24,-48.2
PB2015.13489.3_20,-40.2
PB2015.13489.3_21,-35.7
PB2015.10120.1_21,-53.2
PB2015.10120.1_20,-54.1
PB2015.9479.3_4,-47.3
PB2015.9479.3_5,-44.2
PB2015.9479.3_6,-44.0
PB2015.9479.3_7,-45.2
PB2015.9479.3_0,-50.2
PB2015.9479.3_1,-49.2
PB2015.9479.3_2,-41.0
PB2015.9479.3_3,-47.7
PB2015.9479.3_8,-45.5
PB2015.9479.3_9,-44.4
PB2015.14886.1_39,-31.7
PB2015.15059.2_12,-28.0
PB2015.16821.4_14,-35.2
PB2015.16821.4_13,-34.1
PB2015.16821.4_12,-38.9
PB2015.16821.4_11,-37.4
PB2015.16821.4_10,-36.2
PB2015.14269.2_5,-39.8
PB2015.14269.2_4,-34.5
PB2015.14269.2_6,-45.7
PB2015.14269.2_1,-34.9
PB2015.14269.2_0,-37.0
PB2015.14269.2_3,-34.7
PB2015.14269.2_2,-35.7
PB2015.12109.1_11,-55.9
PB2015.12109.1_10,-54.9
PB2015.12109.1_13,-48.3
PB2015.12109.1_12,-51.6
PB2015.12109.1_15,-64.3
PB2015.12109.1_14,-51.4
PB2015.12109.1_16,-69.9
PB2015.16092.2_3,-60.6
PB2015.16092.2_2,-60.1
PB2015.16092.2_1,-57.5
PB2015.16092.2_0,-59.8
PB2015.11193.2_2,-42.6
PB2015.11193.2_3,-36.8
PB2015.11193.2_0,-46.9
PB2015.11193.2_1,-43.3
PB2015.11193.2_6,-31.8
PB2015.11193.2_7,-26.8
PB2015.11193.2_4,-29.8
PB2015.11193.2_5,-29.5
PB2015.6270.3_2,-55.6
PB2015.8986.2_43,-42.2
PB2015.4471.2_12,-37.3
PB2015.8986.2_41,-44.0
PB2015.6270.3_6,-47.4
PB2015.9107.1_0,-68.2
PB2015.9107.1_1,-63.4
PB2015.9107.1_2,-60.2
PB2015.8986.2_47,-24.3
PB2015.4471.2_16,-35.8
PB2015.6270.3_5,-52.1
PB2015.6270.3_8,-54.5
PB2015.8986.2_49,-19.1
PB2015.12543.4_18,-33.2
PB2015.12543.4_19,-41.1
PB2015.12543.4_10,-22.7
PB2015.12543.4_11,-20.0
PB2015.12543.4_12,-24.6
PB2015.12543.4_13,-24.3
PB2015.12543.4_14,-28.6
PB2015.12543.4_15,-27.3
PB2015.12543.4_16,-33.8
PB2015.12543.4_17,-31.8
PB2015.6993.4_41,-55.3
PB2015.6993.4_42,-56.8
PB2015.13489.3_9,-43.0
PB2015.13489.3_8,-47.1
PB2015.13489.3_5,-53.8
PB2015.13489.3_4,-62.8
PB2015.13489.3_7,-53.4
PB2015.13489.3_6,-49.5
PB2015.13489.3_1,-62.6
PB2015.13489.3_0,-61.0
PB2015.13489.3_3,-57.4
PB2015.13489.3_2,-55.5
PB2015.11383.1_0,-54.7
PB2015.11383.1_1,-47.9
PB2015.11383.1_2,-37.4
PB2015.11383.1_3,-30.8
PB2015.11383.1_4,-22.2
PB2015.11383.1_5,-21.2
PB2015.11383.1_6,-13.2
PB2015.11383.1_7,-14.4
PB2015.11383.1_8,-14.2
PB2015.11383.1_9,-15.3
PB2015.9833.1_18,-37.0
PB2015.9833.1_19,-43.5
PB2015.13582.2_18,-42.9
PB2015.13582.2_19,-43.4
PB2015.13582.2_10,-47.7
PB2015.13582.2_11,-47.9
PB2015.13582.2_12,-45.2
PB2015.13582.2_13,-37.7
PB2015.13582.2_14,-40.8
PB2015.13582.2_15,-37.4
PB2015.13582.2_16,-37.8
PB2015.13582.2_17,-38.5
PB2015.5094.4_38,-10.5
PB2015.5094.4_39,-10.3
PB2015.5094.4_34,-10.2
PB2015.5094.4_35,-7.1
PB2015.5094.4_36,-7.7
PB2015.5094.4_37,-11.4
PB2015.5094.4_30,-7.3
PB2015.5094.4_31,-10.0
PB2015.5094.4_32,-9.4
PB2015.5094.4_33,-12.2
PB2015.7044.1_4,-53.8
PB2015.7044.1_5,-44.7
PB2015.7044.1_6,-47.9
PB2015.7044.1_7,-38.4
PB2015.7044.1_0,-49.3
PB2015.7044.1_1,-52.3
PB2015.7044.1_2,-56.5
PB2015.7044.1_3,-50.5
PB2015.7044.1_8,-32.1
PB2015.7044.1_9,-30.8
PB2015.856.19_11,-26.7
PB2015.856.19_10,-22.5
PB2015.856.19_13,-24.3
PB2015.856.19_12,-19.6
PB2015.856.19_15,-24.9
PB2015.856.19_14,-25.9
PB2015.856.19_17,-24.2
PB2015.856.19_16,-25.6
PB2015.856.19_19,-16.0
PB2015.856.19_18,-18.1
PB2015.16389.7_1,-48.5
PB2015.16389.7_0,-44.0
PB2015.16389.7_3,-51.6
PB2015.16389.7_2,-52.3
PB2015.16389.7_5,-45.4
PB2015.16389.7_4,-48.2
PB2015.16389.7_7,-64.1
PB2015.16389.7_6,-56.0
PB2015.16389.7_9,-56.4
PB2015.16389.7_8,-63.8
PB2015.15320.4_16,-29.9
PB2015.3282.2_44,-62.5
PB2015.3282.2_45,-70.7
PB2015.3282.2_46,-72.1
PB2015.3282.2_47,-78.8
PB2015.3282.2_40,-65.7
PB2015.3282.2_41,-70.9
PB2015.3282.2_42,-65.8
PB2015.3282.2_43,-60.7
PB2015.3282.2_48,-64.1
PB2015.3282.2_49,-57.0
PB2015.16141.1_1,-58.4
PB2015.16141.1_0,-47.3
PB2015.16141.1_3,-53.5
PB2015.16141.1_2,-52.0
PB2015.16141.1_5,-49.2
PB2015.9761.1_28,-21.5
PB2015.16141.1_7,-46.0
PB2015.16141.1_6,-45.8
PB2015.9761.1_25,-18.2
PB2015.9761.1_24,-17.5
PB2015.9761.1_27,-20.5
PB2015.9761.1_26,-20.5
PB2015.9761.1_21,-19.5
PB2015.9761.1_20,-25.3
PB2015.9761.1_23,-14.8
PB2015.9761.1_22,-21.3
PB2015.15320.4_14,-33.2
PB2015.15320.4_15,-32.7
PB2015.15537.1_9,-38.7
PB2015.15537.1_8,-42.5
PB2015.15537.1_3,-66.5
PB2015.15537.1_2,-65.7
PB2015.15537.1_1,-67.6
PB2015.15537.1_0,-69.5
PB2015.15537.1_7,-53.7
PB2015.15537.1_6,-58.8
PB2015.15537.1_5,-63.4
PB2015.15537.1_4,-64.4
PB2015.13355.8_29,-61.3
PB2015.13355.8_28,-64.2
PB2015.13355.8_25,-39.9
PB2015.13355.8_24,-35.9
PB2015.13355.8_27,-65.2
PB2015.13355.8_26,-54.9
PB2015.13355.8_21,-41.3
PB2015.13355.8_20,-42.0
PB2015.13355.8_23,-38.9
PB2015.13355.8_22,-42.4
PB2015.15537.1_39,-32.0
PB2015.15537.1_38,-38.3
PB2015.15537.1_31,-35.6
PB2015.15537.1_30,-37.3
PB2015.15537.1_33,-27.9
PB2015.15537.1_32,-25.5
PB2015.15537.1_35,-32.8
PB2015.15537.1_34,-25.0
PB2015.15537.1_37,-33.6
PB2015.15537.1_36,-32.1
PB2015.11794.1_52,-17.9
PB2015.11794.1_53,-16.3
PB2015.11794.1_50,-20.7
PB2015.11794.1_51,-19.8
PB2015.13755.2_0,-69.4
PB2015.13755.2_1,-77.1
PB2015.13755.2_2,-72.7
PB2015.13755.2_3,-70.8
PB2015.11794.1_58,-27.3
PB2015.11794.1_59,-25.0
PB2015.6218.1_0,-49.9
PB2015.6218.1_1,-50.6
PB2015.2947.2_8,-52.8
PB2015.2947.2_9,-52.5
PB2015.2947.2_6,-57.1
PB2015.2947.2_7,-63.1
PB2015.2947.2_4,-58.3
PB2015.2947.2_5,-61.0
PB2015.2947.2_2,-61.3
PB2015.2947.2_3,-67.3
PB2015.2947.2_0,-57.2
PB2015.2947.2_1,-57.8
PB2015.11512.1_4,-51.0
PB2015.11512.1_0,-44.7
PB2015.11512.1_1,-53.4
PB2015.11512.1_2,-49.7
PB2015.11512.1_3,-48.0
PB2015.13055.2_3,-42.6
PB2015.13055.2_2,-45.9
PB2015.13055.2_1,-51.5
PB2015.13055.2_0,-58.8
PB2015.9833.1_21,-52.8
PB2015.5463.6_4,-61.6
PB2015.13098.1_21,-36.8
PB2015.5463.6_6,-50.8
PB2015.5463.6_7,-51.2
PB2015.13098.1_24,-32.9
PB2015.5463.6_1,-58.9
PB2015.13098.1_26,-21.7
PB2015.5463.6_3,-59.1
PB2015.16327.4_25,-30.4
PB2015.15838.2_113,-49.7
PB2015.16327.4_27,-32.1
PB2015.15838.2_111,-42.1
PB2015.16327.4_21,-41.0
PB2015.15838.2_117,-51.0
PB2015.15838.2_114,-55.1
PB2015.15838.2_115,-54.8
PB2015.15838.2_118,-39.1
PB2015.15838.2_119,-31.9
PB2015.16327.4_29,-35.8
PB2015.16327.4_28,-33.2
PB2015.7984.5_1,-41.6
PB2015.7984.5_0,-40.6
PB2015.7984.5_3,-28.6
PB2015.7984.5_2,-42.4
PB2015.7984.5_5,-28.0
PB2015.7984.5_4,-30.3
PB2015.292.3_9,-29.1
PB2015.292.3_8,-27.1
PB2015.292.3_5,-25.3
PB2015.292.3_4,-28.4
PB2015.292.3_7,-25.4
PB2015.292.3_6,-25.1
PB2015.292.3_1,-35.8
PB2015.292.3_0,-35.2
PB2015.292.3_3,-33.2
PB2015.292.3_2,-36.2
PB2015.6033.1_39,-43.3
PB2015.6033.1_38,-43.9
PB2015.6033.1_37,-47.9
