transcript,Ensembl_transcript_ID,Ensembl_gene_ID,Ensembl_gene_symbol
PB2015.4829.3,ENST00000261973,ENSG00000119707,RBM25
PB2015.4829.4,ENST00000261973,ENSG00000119707,RBM25
PB2015.4829.5,ENST00000261973,ENSG00000119707,RBM25
PB2015.4829.6,ENST00000261973,ENSG00000119707,RBM25
PB2015.4829.7,ENST00000261973,ENSG00000119707,RBM25
PB2015.9500.1,ENST00000260953,ENSG00000138382,METTL5
PB2015.9500.3,ENST00000409965,ENSG00000138382,METTL5
PB2015.5283.2,ENST00000249822,ENSG00000128989,ARPP19
PB2015.9500.5,ENST00000409965,ENSG00000138382,METTL5
PB2015.5283.4,ENST00000561650,ENSG00000128989,ARPP19
PB2015.5283.7,ENST00000566423,ENSG00000128989,ARPP19
PB2015.5283.6,ENST00000566423,ENSG00000128989,ARPP19
PB2015.5283.9,ENST00000231188,ENSG00000113262,GRM6
PB2015.5283.8,ENST00000561650,ENSG00000128989,ARPP19
PB2015.15198.1,ENST00000406337,ENSG00000083168,KAT6A
PB2015.15198.2,ENST00000265713,ENSG00000083168,KAT6A
PB2015.15198.3,ENST00000396930,ENSG00000083168,KAT6A
PB2015.9683.1,ENST00000354506,ENSG00000197713,RPE
PB2015.3242.4,ENST00000399788,ENSG00000073614,KDM5A
PB2015.9683.2,ENST00000359429,ENSG00000197713,RPE
PB2015.9683.5,ENST00000354506,ENSG00000197713,RPE
PB2015.3242.3,ENST00000399788,ENSG00000073614,KDM5A
PB2015.9683.7,ENST00000359429,ENSG00000197713,RPE
PB2015.9683.6,ENST00000359429,ENSG00000197713,RPE
PB2015.7854.21,ENST00000309311,ENSG00000167658,EEF2
PB2015.2315.1,ENST00000369295,ENSG00000043591,ADRB1
PB2015.3284.18,ENST00000229239,ENSG00000111640,GAPDH
PB2015.2465.1,ENST00000636615,ENSG00000250644,AC068580.4
PB2015.7966.7,ENST00000585892,ENSG00000079805,DNM2
PB2015.7393.20,ENST00000392550,ENSG00000073350,LLGL2
PB2015.7966.5,ENST00000585892,ENSG00000079805,DNM2
PB2015.7966.4,ENST00000585892,ENSG00000079805,DNM2
PB2015.7966.3,ENST00000359692,ENSG00000079805,DNM2
PB2015.7966.2,ENST00000585892,ENSG00000079805,DNM2
PB2015.7966.1,ENST00000359692,ENSG00000079805,DNM2
PB2015.7393.22,ENST00000167462,ENSG00000073350,LLGL2
PB2015.7966.9,ENST00000389253,ENSG00000079805,DNM2
PB2015.7966.8,ENST00000389253,ENSG00000079805,DNM2
PB2015.16472.4,ENST00000348411,ENSG00000068438,FTSJ1
PB2015.608.1,ENST00000368564,ENSG00000196911,KPNA5
PB2015.15623.2,ENST00000308860,ENSG00000173137,ADCK5
PB2015.16472.1,ENST00000348411,ENSG00000068438,FTSJ1
PB2015.16472.2,ENST00000348411,ENSG00000068438,FTSJ1
PB2015.16472.3,ENST00000348411,ENSG00000068438,FTSJ1
PB2015.14912.1,ENST00000496384,ENSG00000157764,BRAF
PB2015.10196.1,ENST00000305513,ENSG00000186532,SMYD4
PB2015.7393.25,ENST00000392550,ENSG00000073350,LLGL2
PB2015.9777.1,ENST00000409565,ENSG00000168958,MFF
PB2015.5496.3,ENST00000394885,ENSG00000117906,RCN2
PB2015.5496.2,ENST00000394885,ENSG00000117906,RCN2
PB2015.9777.5,ENST00000392059,ENSG00000168958,MFF
PB2015.5496.4,ENST00000394885,ENSG00000117906,RCN2
PB2015.9777.7,ENST00000304593,ENSG00000168958,MFF
PB2015.9777.6,ENST00000337110,ENSG00000168958,MFF
PB2015.9777.9,ENST00000349901,ENSG00000168958,MFF
PB2015.9777.8,ENST00000353339,ENSG00000168958,MFF
PB2015.13667.1,ENST00000373766,ENSG00000156711,MAPK13
PB2015.286.1,ENST00000263672,ENSG00000118363,SPCS2
PB2015.3271.1,ENST00000261250,ENSG00000047621,C12orf4
PB2015.7950.2,ENST00000403903,ENSG00000220201,ZGLP1
PB2015.7950.3,ENST00000403352,ENSG00000220201,ZGLP1
PB2015.3271.4,ENST00000261250,ENSG00000047621,C12orf4
PB2015.7950.5,ENST00000403903,ENSG00000220201,ZGLP1
PB2015.7950.6,ENST00000393708,ENSG00000267673,FDX2
PB2015.7950.7,ENST00000393708,ENSG00000267673,FDX2
PB2015.10233.1,ENST00000371917,ENSG00000124198,ARFGEF2
PB2015.9920.1,ENST00000621355,ENSG00000088826,SMOX
PB2015.5445.2,ENST00000356056,ENSG00000066933,MYO9A
PB2015.9298.1,ENST00000359890,ENSG00000100461,RBM23
PB2015.14761.3,ENST00000311117,ENSG00000005483,KMT2E
PB2015.9298.3,ENST00000256425,ENSG00000134042,MRO
PB2015.9298.2,ENST00000359890,ENSG00000100461,RBM23
PB2015.9298.7,ENST00000359890,ENSG00000100461,RBM23
PB2015.9298.6,ENST00000256425,ENSG00000134042,MRO
PB2015.9298.9,ENST00000359890,ENSG00000100461,RBM23
PB2015.9298.8,ENST00000359890,ENSG00000100461,RBM23
PB2015.7799.1,ENST00000233627,ENSG00000115286,NDUFS7
PB2015.6135.2,ENST00000563011,ENSG00000140718,FTO
PB2015.5033.3,ENST00000389744,ENSG00000126214,KLC1
PB2015.5033.1,ENST00000348520,ENSG00000126214,KLC1
PB2015.5033.6,ENST00000389744,ENSG00000126214,KLC1
PB2015.5033.7,ENST00000553286,ENSG00000126214,KLC1
PB2015.5033.4,ENST00000348520,ENSG00000126214,KLC1
PB2015.5033.5,ENST00000557450,ENSG00000126214,KLC1
PB2015.5033.8,ENST00000348520,ENSG00000126214,KLC1
PB2015.5033.9,ENST00000445352,ENSG00000126214,KLC1
PB2015.4692.1,ENST00000370205,ENSG00000172339,ALG14
PB2015.496.15,ENST00000413473,ENSG00000085831,TTC39A
PB2015.15532.4,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15532.5,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15532.6,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15532.7,ENST00000318410,ENSG00000164961,WASHC5
PB2015.317.1,ENST00000373625,ENSG00000025800,KPNA6
PB2015.15532.1,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15532.2,ENST00000318410,ENSG00000164961,WASHC5
PB2015.317.2,ENST00000373625,ENSG00000025800,KPNA6
PB2015.15532.8,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15532.9,ENST00000318410,ENSG00000164961,WASHC5
PB2015.15491.1,ENST00000340717,ENSG00000165105,RASEF
PB2015.14679.1,ENST00000223061,ENSG00000106333,PCOLCE
PB2015.14949.1,ENST00000610704,ENSG00000170265,ZNF282
PB2015.16461.1,ENST00000377107,ENSG00000102226,USP11
PB2015.7429.5,ENST00000590964,ENSG00000181038,METTL23
PB2015.7429.4,ENST00000615984,ENSG00000181038,METTL23
PB2015.7429.7,ENST00000615984,ENSG00000181038,METTL23
PB2015.7429.6,ENST00000586752,ENSG00000181038,METTL23
PB2015.3968.1,ENST00000261318,ENSG00000111412,C12orf49
PB2015.12233.1,ENST00000264346,ENSG00000138642,HERC6
PB2015.7429.3,ENST00000590964,ENSG00000181038,METTL23
PB2015.7429.2,ENST00000590964,ENSG00000181038,METTL23
PB2015.14309.17,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.16,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.15,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.14,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.13,ENST00000396319,ENSG00000106052,TAX1BP1
PB2015.14309.12,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.11,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.10,ENST00000396319,ENSG00000106052,TAX1BP1
PB2015.14955.1,ENST00000401095,ENSG00000215912,TTC34
PB2015.7568.1,ENST00000481617,ENSG00000133138,TBC1D8B
PB2015.14309.19,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.14309.18,ENST00000265393,ENSG00000106052,TAX1BP1
PB2015.1629.1,ENST00000602956,ENSG00000270106,TSNAX-DISC1
PB2015.1629.2,ENST00000366639,ENSG00000116918,TSNAX
PB2015.8490.1,ENST00000253237,ENSG00000105447,GRWD1
PB2015.8490.2,ENST00000253237,ENSG00000105447,GRWD1
PB2015.8490.3,ENST00000253237,ENSG00000105447,GRWD1
PB2015.9556.1,ENST00000431877,ENSG00000138434,SSFA2
PB2015.9556.2,ENST00000431877,ENSG00000138434,SSFA2
PB2015.9556.3,ENST00000431877,ENSG00000138434,SSFA2
PB2015.9556.4,ENST00000431877,ENSG00000138434,SSFA2
PB2015.14599.1,ENST00000265732,ENSG00000127993,RBM48
PB2015.9344.1,ENST00000310981,ENSG00000173349,SFT2D3
PB2015.396.1,ENST00000316891,ENSG00000043514,TRIT1
PB2015.7047.1,ENST00000262013,ENSG00000008294,SPAG9
PB2015.7080.4,ENST00000313608,ENSG00000181610,MRPS23
PB2015.7080.2,ENST00000313608,ENSG00000181610,MRPS23
PB2015.7080.3,ENST00000313608,ENSG00000181610,MRPS23
PB2015.7080.1,ENST00000313608,ENSG00000181610,MRPS23
PB2015.396.3,ENST00000316891,ENSG00000043514,TRIT1
PB2015.7827.4,ENST00000325327,ENSG00000176619,LMNB2
PB2015.7827.3,ENST00000325327,ENSG00000176619,LMNB2
PB2015.7827.2,ENST00000325327,ENSG00000176619,LMNB2
PB2015.7827.1,ENST00000325327,ENSG00000176619,LMNB2
PB2015.5630.2,ENST00000268042,ENSG00000140450,ARRDC4
PB2015.11059.1,ENST00000624145,ENSG00000206560,ANKRD28
PB2015.8219.9,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.11059.3,ENST00000624145,ENSG00000206560,ANKRD28
PB2015.11059.4,ENST00000624145,ENSG00000206560,ANKRD28
PB2015.7677.1,ENST00000282058,ENSG00000152240,HAUS1
PB2015.8219.3,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.2,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.1,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.7,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.6,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.5,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.8219.4,ENST00000306065,ENSG00000105186,ANKRD27
PB2015.3875.2,ENST00000412830,ENSG00000136045,PWP1
PB2015.3875.3,ENST00000412830,ENSG00000136045,PWP1
PB2015.3875.1,ENST00000412830,ENSG00000136045,PWP1
PB2015.3875.4,ENST00000412830,ENSG00000136045,PWP1
PB2015.3875.5,ENST00000412830,ENSG00000136045,PWP1
PB2015.14093.1,ENST00000457008,ENSG00000134398,ERN2
PB2015.13557.21,ENST00000324771,ENSG00000204580,DDR1
PB2015.14663.1,ENST00000328453,ENSG00000239521,GATS
PB2015.9248.4,ENST00000258436,ENSG00000135953,MFSD9
PB2015.12381.4,ENST00000442267,ENSG00000109436,TBC1D9
PB2015.3578.21,ENST00000359462,ENSG00000197111,PCBP2
PB2015.3578.20,ENST00000447282,ENSG00000197111,PCBP2
PB2015.3578.23,ENST00000359462,ENSG00000197111,PCBP2
PB2015.3578.22,ENST00000437231,ENSG00000197111,PCBP2
PB2015.3578.25,ENST00000550585,ENSG00000197111,PCBP2
PB2015.3578.24,ENST00000552296,ENSG00000197111,PCBP2
PB2015.3578.26,ENST00000359462,ENSG00000197111,PCBP2
PB2015.3869.1,ENST00000547153,ENSG00000166046,TCP11L2
PB2015.9332.2,ENST00000409078,ENSG00000074054,CLASP1
PB2015.9332.3,ENST00000541377,ENSG00000074054,CLASP1
PB2015.5156.1,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.2,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.3,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.4,ENST00000414849,ENSG00000137804,NUSAP1
PB2015.81.1,ENST00000377482,ENSG00000116285,ERRFI1
PB2015.5156.6,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.7,ENST00000414849,ENSG00000137804,NUSAP1
PB2015.5156.8,ENST00000450592,ENSG00000137804,NUSAP1
PB2015.5156.9,ENST00000414849,ENSG00000137804,NUSAP1
PB2015.16001.1,ENST00000223641,ENSG00000106803,SEC61B
PB2015.14886.6,ENST00000285968,ENSG00000155561,NUP205
PB2015.14886.5,ENST00000285968,ENSG00000155561,NUP205
PB2015.7695.6,ENST00000563793,ENSG00000169371,SNUPN
PB2015.5318.5,ENST00000260408,ENSG00000137845,ADAM10
PB2015.7695.4,ENST00000324581,ENSG00000167306,MYO5B
PB2015.14886.4,ENST00000285968,ENSG00000155561,NUP205
PB2015.7695.2,ENST00000324581,ENSG00000167306,MYO5B
PB2015.7695.3,ENST00000324581,ENSG00000167306,MYO5B
PB2015.5318.2,ENST00000260408,ENSG00000137845,ADAM10
PB2015.5318.3,ENST00000260408,ENSG00000137845,ADAM10
PB2015.16684.1,ENST00000582970,ENSG00000173821,RNF213
PB2015.13557.24,ENST00000324771,ENSG00000204580,DDR1
PB2015.7681.5,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.4,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.7,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.6,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.1,ENST00000588183,ENSG00000167220,HDHD2
PB2015.7681.3,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.2,ENST00000300605,ENSG00000167220,HDHD2
PB2015.7681.9,ENST00000588940,ENSG00000167220,HDHD2
PB2015.7681.8,ENST00000256433,ENSG00000134049,IER3IP1
PB2015.7554.1,ENST00000320876,ENSG00000101596,SMCHD1
PB2015.11484.1,ENST00000441801,ENSG00000162458,FBLIM1
PB2015.6697.7,ENST00000262394,ENSG00000109046,WSB1
PB2015.6697.6,ENST00000262394,ENSG00000109046,WSB1
PB2015.6697.5,ENST00000262394,ENSG00000109046,WSB1
PB2015.6697.4,ENST00000262394,ENSG00000109046,WSB1
PB2015.6697.3,ENST00000581185,ENSG00000109046,WSB1
PB2015.2536.2,ENST00000537760,ENSG00000133818,RRAS2
PB2015.6697.1,ENST00000262394,ENSG00000109046,WSB1
PB2015.6999.8,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.6999.9,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.4543.3,ENST00000250495,ENSG00000129559,NEDD8
PB2015.6999.2,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.6999.3,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.6999.1,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.6999.6,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.6136.2,ENST00000471389,ENSG00000140718,FTO
PB2015.2495.1,ENST00000345851,ENSG00000110171,TRIM3
PB2015.6999.5,ENST00000258947,ENSG00000136436,CALCOCO2
PB2015.9642.1,ENST00000264276,ENSG00000003393,ALS2
PB2015.9642.2,ENST00000264276,ENSG00000003393,ALS2
PB2015.9642.3,ENST00000467448,ENSG00000003393,ALS2
PB2015.14465.8,ENST00000503687,ENSG00000284461,RABGEF1
PB2015.14465.9,ENST00000503687,ENSG00000284461,RABGEF1
PB2015.14465.6,ENST00000380828,ENSG00000154710,RABGEF1
PB2015.14465.7,ENST00000380828,ENSG00000154710,RABGEF1
PB2015.14465.4,ENST00000284957,ENSG00000154710,RABGEF1
PB2015.14465.5,ENST00000380828,ENSG00000154710,RABGEF1
PB2015.14465.2,ENST00000503687,ENSG00000284461,RABGEF1
PB2015.14465.3,ENST00000503687,ENSG00000284461,RABGEF1
PB2015.14465.1,ENST00000284957,ENSG00000154710,RABGEF1
PB2015.5186.4,ENST00000428046,ENSG00000168803,ADAL
PB2015.5186.3,ENST00000562188,ENSG00000168803,ADAL
PB2015.5186.2,ENST00000562188,ENSG00000168803,ADAL
PB2015.5186.1,ENST00000428046,ENSG00000168803,ADAL
PB2015.7982.1,ENST00000312423,ENSG00000173928,SWSAP1
PB2015.7982.2,ENST00000312423,ENSG00000173928,SWSAP1
PB2015.15151.1,ENST00000240100,ENSG00000120875,DUSP4
PB2015.15151.2,ENST00000240101,ENSG00000120875,DUSP4
PB2015.14013.1,ENST00000360971,ENSG00000197594,ENPP1
PB2015.8477.1,ENST00000582693,ENSG00000265491,RNF115
PB2015.8225.6,ENST00000170564,ENSG00000076650,GPATCH1
PB2015.7455.1,ENST00000269385,ENSG00000141570,CBX8
PB2015.6796.2,ENST00000616317,ENSG00000278540,ACACA
PB2015.498.2,ENST00000371733,ENSG00000085832,EPS15
PB2015.11313.1,ENST00000295951,ENSG00000163681,SLMAP
PB2015.11482.4,ENST00000273375,ENSG00000144840,RABL3
PB2015.7001.9,ENST00000355938,ENSG00000159199,ATP5G1
PB2015.13670.5,ENST00000229812,ENSG00000112079,STK38
PB2015.1838.1,ENST00000376980,ENSG00000136770,DNAJC1
PB2015.4381.2,ENST00000438724,ENSG00000139746,RBM26
PB2015.15414.1,ENST00000519449,ENSG00000034677,RNF19A
PB2015.13060.1,ENST00000300056,ENSG00000166821,PEX11A
PB2015.9312.1,ENST00000245787,ENSG00000125629,INSIG2
PB2015.13670.2,ENST00000229812,ENSG00000112079,STK38
PB2015.12958.1,ENST00000296632,ENSG00000164211,STARD4
PB2015.12958.3,ENST00000296632,ENSG00000164211,STARD4
PB2015.12958.2,ENST00000296632,ENSG00000164211,STARD4
PB2015.8755.2,ENST00000281513,ENSG00000151779,NBAS
PB2015.8755.3,ENST00000281513,ENSG00000151779,NBAS
PB2015.8755.1,ENST00000281513,ENSG00000151779,NBAS
PB2015.7854.25,ENST00000309311,ENSG00000167658,EEF2
PB2015.15414.2,ENST00000519449,ENSG00000034677,RNF19A
PB2015.10728.1,ENST00000400335,ENSG00000183762,KREMEN1
PB2015.501.10,ENST00000352171,ENSG00000078618,NRDC
PB2015.501.11,ENST00000352171,ENSG00000078618,NRDC
PB2015.501.12,ENST00000352171,ENSG00000078618,NRDC
PB2015.501.13,ENST00000352171,ENSG00000078618,NRDC
PB2015.501.14,ENST00000352171,ENSG00000078618,NRDC
PB2015.501.15,ENST00000339834,ENSG00000166275,BORCS7
PB2015.14049.10,ENST00000230173,ENSG00000112414,ADGRG6
PB2015.12922.2,ENST00000614616,ENSG00000153922,CHD1
PB2015.12922.3,ENST00000614616,ENSG00000153922,CHD1
PB2015.2190.1,ENST00000371103,ENSG00000196233,LCOR
PB2015.12922.1,ENST00000614616,ENSG00000153922,CHD1
PB2015.1623.2,ENST00000318906,ENSG00000143633,C1orf131
PB2015.12922.4,ENST00000367282,ENSG00000170075,GPR37L1
PB2015.7507.1,ENST00000306869,ENSG00000169738,DCXR
PB2015.7507.3,ENST00000306869,ENSG00000169738,DCXR
PB2015.3855.1,ENST00000378090,ENSG00000204954,C12orf73
PB2015.3855.2,ENST00000547975,ENSG00000204954,C12orf73
PB2015.3855.3,ENST00000549478,ENSG00000204954,C12orf73
PB2015.6987.3,ENST00000395530,ENSG00000128487,SPECC1
PB2015.5579.4,ENST00000332810,ENSG00000181026,AEN
PB2015.5579.7,ENST00000332810,ENSG00000181026,AEN
PB2015.3700.2,ENST00000542120,ENSG00000111490,TBC1D30
PB2015.5579.1,ENST00000332810,ENSG00000181026,AEN
PB2015.5579.3,ENST00000332810,ENSG00000181026,AEN
PB2015.5579.2,ENST00000332810,ENSG00000181026,AEN
PB2015.9338.10,ENST00000426778,ENSG00000163161,ERCC3
PB2015.12454.3,ENST00000311277,ENSG00000164114,MAP9
PB2015.13069.1,ENST00000452510,ENSG00000145833,DDX46
PB2015.7832.2,ENST00000221566,ENSG00000104969,SGTA
PB2015.9029.2,ENST00000262031,ENSG00000076067,RBMS2
PB2015.12454.4,ENST00000311277,ENSG00000164114,MAP9
PB2015.3560.11,ENST00000262056,ENSG00000063046,EIF4B
PB2015.3560.10,ENST00000262056,ENSG00000063046,EIF4B
PB2015.16329.1,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.3560.12,ENST00000262056,ENSG00000063046,EIF4B
PB2015.16329.7,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.16329.6,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.16329.5,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.16329.4,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.1892.9,ENST00000265371,ENSG00000099250,NRP1
PB2015.16329.9,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.16329.8,ENST00000371421,ENSG00000197070,ARRDC1
PB2015.2701.1,ENST00000448504,ENSG00000141337,ARSG
PB2015.9158.1,ENST00000295208,ENSG00000144026,ZNF514
PB2015.14803.2,ENST00000369681,ENSG00000065615,CYB5R4
PB2015.6997.1,ENST00000336915,ENSG00000141293,SKAP1
PB2015.5522.1,ENST00000407106,ENSG00000103876,FAH
PB2015.5522.3,ENST00000561421,ENSG00000103876,FAH
PB2015.5522.2,ENST00000261755,ENSG00000103876,FAH
PB2015.15265.2,ENST00000424777,ENSG00000147576,ADHFE1
PB2015.15265.1,ENST00000424777,ENSG00000147576,ADHFE1
PB2015.4070.1,ENST00000303372,ENSG00000168778,TCTN2
PB2015.9122.1,ENST00000306336,ENSG00000168887,C2orf68
PB2015.9122.3,ENST00000409734,ENSG00000168887,C2orf68
PB2015.9122.2,ENST00000306336,ENSG00000168887,C2orf68
PB2015.9122.5,ENST00000409734,ENSG00000168887,C2orf68
PB2015.9122.4,ENST00000409734,ENSG00000168887,C2orf68
PB2015.2665.1,ENST00000257245,ENSG00000134809,TIMM10
PB2015.14136.3,ENST00000538183,ENSG00000112096,SOD2
PB2015.14136.2,ENST00000367055,ENSG00000112096,SOD2
PB2015.5770.4,ENST00000575040,ENSG00000127564,PKMYT1
PB2015.5770.5,ENST00000574385,ENSG00000127564,PKMYT1
PB2015.5770.2,ENST00000262300,ENSG00000127564,PKMYT1
PB2015.5770.3,ENST00000573944,ENSG00000127564,PKMYT1
PB2015.5770.1,ENST00000262300,ENSG00000127564,PKMYT1
PB2015.2368.1,ENST00000368898,ENSG00000213185,FAM24B
PB2015.2368.2,ENST00000368896,ENSG00000213185,FAM24B
PB2015.5225.6,ENST00000559471,ENSG00000138593,SECISBP2L
PB2015.2634.1,ENST00000326737,ENSG00000180423,HARBI1
PB2015.12211.12,ENST00000443462,ENSG00000138674,SEC31A
PB2015.14738.1,ENST00000441711,ENSG00000170632,ARMC10
PB2015.14353.10,ENST00000396068,ENSG00000011426,ANLN
PB2015.8869.1,ENST00000404525,ENSG00000049323,LTBP1
PB2015.8869.2,ENST00000404816,ENSG00000049323,LTBP1
PB2015.8869.3,ENST00000404816,ENSG00000049323,LTBP1
PB2015.14353.14,ENST00000396068,ENSG00000011426,ANLN
PB2015.14353.15,ENST00000396068,ENSG00000011426,ANLN
PB2015.14353.16,ENST00000265748,ENSG00000011426,ANLN
PB2015.6234.1,ENST00000367090,ENSG00000146433,TMEM181
PB2015.14353.18,ENST00000265748,ENSG00000011426,ANLN
PB2015.1012.4,ENST00000369064,ENSG00000143374,TARS2
PB2015.1012.7,ENST00000369064,ENSG00000143374,TARS2
PB2015.1012.6,ENST00000438568,ENSG00000143374,TARS2
PB2015.1012.1,ENST00000606933,ENSG00000143374,TARS2
PB2015.1012.3,ENST00000369064,ENSG00000143374,TARS2
PB2015.1012.2,ENST00000369064,ENSG00000143374,TARS2
PB2015.13098.3,ENST00000398733,ENSG00000131508,UBE2D2
PB2015.5558.1,ENST00000360476,ENSG00000197696,NMB
PB2015.16288.11,ENST00000371706,ENSG00000148396,SEC16A
PB2015.16288.10,ENST00000313050,ENSG00000148396,SEC16A
PB2015.16288.13,ENST00000313050,ENSG00000148396,SEC16A
PB2015.16288.12,ENST00000313050,ENSG00000148396,SEC16A
PB2015.16288.15,ENST00000313050,ENSG00000148396,SEC16A
PB2015.16288.14,ENST00000290037,ENSG00000148396,SEC16A
PB2015.14269.4,ENST00000258761,ENSG00000136261,BZW2
PB2015.13937.6,ENST00000517392,ENSG00000183137,CEP57L1
PB2015.14269.6,ENST00000258761,ENSG00000136261,BZW2
PB2015.14269.7,ENST00000258761,ENSG00000136261,BZW2
PB2015.13937.3,ENST00000517392,ENSG00000183137,CEP57L1
PB2015.14269.1,ENST00000258761,ENSG00000136261,BZW2
PB2015.13937.1,ENST00000523787,ENSG00000183137,CEP57L1
PB2015.14269.3,ENST00000258761,ENSG00000136261,BZW2
PB2015.11386.1,ENST00000636215,ENSG00000175105,ZNF654
PB2015.12471.4,ENST00000215730,ENSG00000099940,SNAP29
PB2015.12471.3,ENST00000358572,ENSG00000198498,TMA16
PB2015.12471.2,ENST00000358572,ENSG00000198498,TMA16
PB2015.12471.1,ENST00000358572,ENSG00000198498,TMA16
PB2015.5796.1,ENST00000262367,ENSG00000005339,CREBBP
PB2015.1242.4,ENST00000367876,ENSG00000143157,POGK
PB2015.10726.1,ENST00000216037,ENSG00000100219,XBP1
PB2015.11190.1,ENST00000428413,ENSG00000114650,SCAP
PB2015.1312.2,ENST00000367627,ENSG00000186283,TOR3A
PB2015.1312.3,ENST00000367627,ENSG00000186283,TOR3A
PB2015.1312.1,ENST00000367627,ENSG00000186283,TOR3A
PB2015.1312.6,ENST00000367627,ENSG00000186283,TOR3A
PB2015.1312.4,ENST00000367627,ENSG00000186283,TOR3A
PB2015.1312.5,ENST00000367627,ENSG00000186283,TOR3A
PB2015.11571.1,ENST00000287590,ENSG00000156966,B3GNT7
PB2015.1242.7,ENST00000367876,ENSG00000143157,POGK
PB2015.13927.1,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.2,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.3,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.4,ENST00000369002,ENSG00000025796,SEC63
PB2015.11378.1,ENST00000419845,ENSG00000156265,MAP3K7CL
PB2015.13927.6,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.7,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.8,ENST00000369002,ENSG00000025796,SEC63
PB2015.13927.9,ENST00000369002,ENSG00000025796,SEC63
PB2015.6066.3,ENST00000395091,ENSG00000169951,ZNF764
PB2015.6066.2,ENST00000395091,ENSG00000169951,ZNF764
PB2015.4895.6,ENST00000216479,ENSG00000100591,AHSA1
PB2015.3555.13,ENST00000550600,ENSG00000111057,KRT18
PB2015.2500.1,ENST00000299421,ENSG00000166333,ILK
PB2015.1229.1,ENST00000438444,ENSG00000106603,COA1
PB2015.14275.9,ENST00000550746,ENSG00000121749,TBC1D15
PB2015.14275.8,ENST00000428135,ENSG00000071189,SNX13
PB2015.14275.3,ENST00000428135,ENSG00000071189,SNX13
PB2015.14275.2,ENST00000428135,ENSG00000071189,SNX13
PB2015.14275.1,ENST00000428135,ENSG00000071189,SNX13
PB2015.14275.7,ENST00000428135,ENSG00000071189,SNX13
PB2015.16106.12,ENST00000447404,ENSG00000165209,STRBP
PB2015.14275.5,ENST00000428135,ENSG00000071189,SNX13
PB2015.3555.12,ENST00000550600,ENSG00000111057,KRT18
PB2015.2350.1,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.3,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.2,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.5,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.4,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.7,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.6,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.9,ENST00000361432,ENSG00000119979,FAM45A
PB2015.2350.8,ENST00000361432,ENSG00000119979,FAM45A
PB2015.1918.2,ENST00000359467,ENSG00000196693,ZNF33B
