transcript,Free_Energy
PB2015.3464.2_25,-8.5
PB2015.6521.4_1,-11.9
PB2015.2281.4_47,-12.8
PB2015.2695.3_144,-14.6
PB2015.4485.25_7,-20.3
PB2015.11566.1_72,-12.7
PB2015.4485.25_5,-13.8
PB2015.4485.25_4,-14.0
PB2015.11566.1_77,-13.5
PB2015.11566.1_76,-10.5
PB2015.11566.1_75,-18.3
PB2015.4485.25_0,-21.4
PB2015.11566.1_79,-11.2
PB2015.11566.1_78,-12.9
PB2015.4485.25_9,-13.6
PB2015.4485.25_8,-19.8
PB2015.6188.1_89,-15.8
PB2015.6188.1_88,-17.8
PB2015.6188.1_83,-14.2
PB2015.6188.1_82,-18.3
PB2015.6188.1_81,-28.0
PB2015.6188.1_80,-25.8
PB2015.6188.1_87,-25.3
PB2015.6188.1_86,-29.4
PB2015.6188.1_85,-32.0
PB2015.6188.1_84,-14.4
PB2015.15537.1_15,-20.6
PB2015.2281.4_48,-10.6
PB2015.2281.4_49,-6.9
PB2015.11846.1_6,-26.2
PB2015.11846.1_7,-33.6
PB2015.11846.1_4,-33.0
PB2015.11846.1_5,-31.3
PB2015.11846.1_2,-38.2
PB2015.11846.1_3,-34.8
PB2015.11846.1_0,-33.3
PB2015.11846.1_1,-39.2
PB2015.11846.1_8,-26.1
PB2015.11846.1_9,-21.4
PB2015.6122.1_6,-21.0
PB2015.6122.1_7,-23.1
PB2015.6122.1_4,-15.6
PB2015.6122.1_5,-21.4
PB2015.13411.1_16,-8.8
PB2015.6122.1_3,-19.8
PB2015.6122.1_0,-21.6
PB2015.13411.1_15,-8.8
PB2015.6122.1_8,-14.2
PB2015.7383.7_6,-22.4
PB2015.14499.6_10,-23.0
PB2015.6472.1_1,-24.8
PB2015.16825.2_7,-24.2
PB2015.303.2_12,-29.0
PB2015.6472.1_2,-28.7
PB2015.5657.3_32,-9.9
PB2015.11989.1_0,-37.4
PB2015.5657.3_33,-15.6
PB2015.12543.4_106,-21.4
PB2015.5657.3_30,-11.3
PB2015.16825.2_6,-23.7
PB2015.5657.3_31,-7.1
PB2015.5657.3_36,-19.3
PB2015.5657.3_37,-18.2
PB2015.5657.3_34,-9.7
PB2015.15537.1_10,-11.3
PB2015.9627.9_70,-19.9
PB2015.12345.1_24,-27.5
PB2015.1618.1_3,-27.5
PB2015.10309.1_8,-27.0
PB2015.1618.1_1,-27.7
PB2015.1618.1_0,-29.8
PB2015.1618.1_7,-15.0
PB2015.1618.1_6,-12.3
PB2015.1618.1_5,-20.4
PB2015.1618.1_4,-24.9
PB2015.10309.1_1,-38.0
PB2015.10309.1_0,-37.3
PB2015.10309.1_3,-36.8
PB2015.10309.1_2,-32.8
PB2015.10309.1_5,-39.5
PB2015.10309.1_4,-32.6
PB2015.10309.1_7,-30.4
PB2015.10309.1_6,-31.2
PB2015.5880.2_5,-23.8
PB2015.5880.2_4,-19.8
PB2015.5880.2_6,-24.3
PB2015.5880.2_1,-29.1
PB2015.5880.2_0,-41.7
PB2015.5880.2_3,-21.1
PB2015.5880.2_2,-26.0
PB2015.7587.7_0,-32.9
PB2015.6663.2_2,-20.3
PB2015.6663.2_1,-16.7
PB2015.7587.7_3,-27.8
PB2015.7587.7_4,-24.7
PB2015.7587.7_5,-17.2
PB2015.7587.7_6,-12.3
PB2015.6663.2_4,-19.0
PB2015.7587.7_8,-18.7
PB2015.7587.7_9,-17.2
PB2015.6663.2_9,-14.0
PB2015.6663.2_8,-15.6
PB2015.8818.3_0,-27.0
PB2015.8818.3_1,-35.7
PB2015.8818.3_2,-36.1
PB2015.8818.3_3,-47.5
PB2015.8818.3_4,-40.6
PB2015.8818.3_5,-38.3
PB2015.8818.3_6,-37.5
PB2015.8818.3_7,-30.2
PB2015.16499.4_76,-20.8
PB2015.8818.3_9,-19.9
PB2015.16499.4_74,-18.5
PB2015.16499.4_75,-22.4
PB2015.16499.4_72,-15.8
PB2015.16499.4_73,-15.0
PB2015.16499.4_70,-13.2
PB2015.16499.4_71,-13.2
PB2015.9794.1_6,-22.0
PB2015.1598.4_4,-17.8
PB2015.9794.1_4,-24.4
PB2015.9794.1_5,-19.7
PB2015.1598.4_1,-16.3
PB2015.12345.1_28,-12.5
PB2015.9794.1_0,-22.2
PB2015.1598.4_2,-17.4
PB2015.14674.1_15,-13.5
PB2015.9794.1_8,-7.7
PB2015.11135.5_19,-23.6
PB2015.11291.1_9,-18.4
PB2015.1182.1_2,-31.6
PB2015.5691.1_30,-10.4
PB2015.8549.2_2,-26.0
PB2015.8549.2_3,-20.1
PB2015.8549.2_0,-25.0
PB2015.8549.2_1,-30.8
PB2015.8549.2_4,-23.6
PB2015.6432.2_13,-28.6
PB2015.6432.2_12,-27.0
PB2015.6432.2_11,-20.9
PB2015.6432.2_10,-20.6
PB2015.11291.1_1,-39.3
PB2015.6414.2_22,-14.6
PB2015.6414.2_23,-6.2
PB2015.6414.2_20,-14.0
PB2015.6414.2_21,-15.8
PB2015.6414.2_26,-22.5
PB2015.6414.2_27,-33.2
PB2015.6414.2_24,-11.8
PB2015.6414.2_25,-12.3
PB2015.11135.5_12,-19.4
PB2015.6665.1_49,-30.2
PB2015.11135.5_15,-13.7
PB2015.6665.1_48,-33.0
PB2015.11291.1_5,-15.6
PB2015.11291.1_6,-11.3
PB2015.6665.1_46,-31.4
PB2015.1445.1_135,-24.7
PB2015.11291.1_7,-28.1
PB2015.6665.1_45,-25.0
PB2015.4051.12_128,-19.1
PB2015.8484.1_11,-6.9
PB2015.8484.1_10,-7.3
PB2015.6665.1_44,-29.7
PB2015.12127.10_12,-18.6
PB2015.12127.10_13,-16.6
PB2015.12127.10_10,-31.1
PB2015.12127.10_11,-28.4
PB2015.9886.4_11,-13.9
PB2015.9886.4_10,-12.0
PB2015.12127.10_14,-12.8
PB2015.1006.3_50,-10.1
PB2015.1006.3_51,-17.5
PB2015.1006.3_52,-22.2
PB2015.1006.3_53,-19.3
PB2015.1445.1_138,-21.3
PB2015.8254.17_6,-2.8
PB2015.6174.5_17,-8.1
PB2015.6174.5_16,-7.3
PB2015.6174.5_15,-2.0
PB2015.6174.5_14,-2.2
PB2015.6174.5_13,-2.2
PB2015.6174.5_12,-10.7
PB2015.6174.5_11,-5.3
PB2015.6174.5_10,-11.7
PB2015.8360.1_22,-9.4
PB2015.4051.12_122,-9.8
PB2015.1242.3_1,-14.7
PB2015.6174.5_19,-13.3
PB2015.6174.5_18,-12.0
PB2015.14975.1_109,-6.6
PB2015.14975.1_108,-7.6
PB2015.9639.1_18,-17.4
PB2015.9639.1_19,-11.6
PB2015.14975.1_105,-25.5
PB2015.14975.1_104,-27.3
PB2015.14975.1_107,-11.5
PB2015.14975.1_106,-19.5
PB2015.9639.1_12,-18.8
PB2015.9639.1_13,-19.5
PB2015.9639.1_10,-21.0
PB2015.14975.1_102,-20.4
PB2015.847.1_68,-13.4
PB2015.12800.4_18,-19.2
PB2015.12800.4_19,-15.2
PB2015.12800.4_16,-12.7
PB2015.12800.4_17,-13.0
PB2015.12800.4_14,-7.4
PB2015.1242.3_2,-24.7
PB2015.12800.4_12,-11.8
PB2015.12800.4_13,-18.7
PB2015.12800.4_10,-19.4
PB2015.12800.4_11,-12.0
PB2015.11447.2_38,-19.4
PB2015.16458.3_13,-16.9
PB2015.11447.2_30,-28.4
PB2015.11447.2_31,-38.6
PB2015.11447.2_32,-34.7
PB2015.11447.2_33,-18.9
PB2015.11447.2_34,-21.9
PB2015.11447.2_35,-13.7
PB2015.11447.2_36,-6.0
PB2015.11447.2_37,-29.4
PB2015.14500.1_43,-13.4
PB2015.4354.3_4,-19.1
PB2015.12847.5_8,-9.3
PB2015.12847.5_9,-20.5
PB2015.12847.5_6,-1.6
PB2015.12847.5_7,-5.9
PB2015.12847.5_4,-2.1
PB2015.12847.5_5,-2.7
PB2015.12847.5_2,-13.4
PB2015.14500.1_41,-21.9
PB2015.12847.5_0,-18.3
PB2015.12847.5_1,-16.6
PB2015.14500.1_40,-18.2
PB2015.7487.1_40,-17.4
PB2015.16458.3_15,-19.4
PB2015.7487.1_41,-15.6
PB2015.4810.3_4,-13.7
PB2015.3627.2_5,-29.1
PB2015.3627.2_6,-34.6
PB2015.13108.2_3,-34.3
PB2015.13108.2_4,-28.0
PB2015.13108.2_5,-24.5
PB2015.4810.3_2,-8.7
PB2015.4810.3_3,-14.6
PB2015.13108.2_8,-12.3
PB2015.13108.2_9,-18.9
PB2015.803.3_78,-13.1
PB2015.4076.1_13,-29.9
PB2015.3627.2_8,-21.1
PB2015.3627.2_9,-25.3
PB2015.15232.4_16,-18.7
PB2015.15232.4_17,-20.9
PB2015.13807.1_53,-6.5
PB2015.13807.1_52,-7.5
PB2015.15232.4_12,-11.5
PB2015.13807.1_54,-18.1
PB2015.13807.1_57,-22.2
PB2015.15232.4_11,-11.3
PB2015.13807.1_59,-13.6
PB2015.13807.1_58,-19.0
PB2015.15232.4_18,-25.5
PB2015.15232.4_19,-23.2
PB2015.1972.1_53,-5.0
PB2015.8889.5_28,-16.6
PB2015.10829.1_14,-17.9
PB2015.1547.1_6,-28.9
PB2015.11198.1_14,-12.1
PB2015.11198.1_15,-12.2
PB2015.15434.1_1,-33.3
PB2015.15434.1_0,-31.7
PB2015.1871.3_11,-23.3
PB2015.13079.1_4,-21.3
PB2015.8964.1_13,-36.1
PB2015.11198.1_10,-11.9
PB2015.11198.1_11,-9.9
PB2015.2366.2_3,-39.9
PB2015.2366.2_2,-31.6
PB2015.2366.2_1,-35.2
PB2015.2366.2_0,-39.1
PB2015.2366.2_7,-36.6
PB2015.11198.1_12,-8.8
PB2015.2366.2_5,-37.0
PB2015.2366.2_4,-37.9
PB2015.4051.12_56,-15.4
PB2015.2366.2_9,-21.9
PB2015.2366.2_8,-20.9
PB2015.2709.8_6,-19.0
PB2015.4051.12_57,-19.9
PB2015.11473.1_29,-12.3
PB2015.11473.1_28,-11.6
PB2015.13079.1_5,-19.5
PB2015.4051.12_54,-14.1
PB2015.15744.1_23,-13.6
PB2015.11473.1_21,-16.1
PB2015.11473.1_20,-25.2
PB2015.11473.1_23,-14.6
PB2015.11473.1_22,-25.8
PB2015.11473.1_25,-20.0
PB2015.11473.1_24,-19.3
PB2015.11473.1_27,-13.3
PB2015.11473.1_26,-18.6
PB2015.14919.2_7,-25.8
PB2015.14919.2_6,-18.4
PB2015.14919.2_5,-17.6
PB2015.1871.3_19,-16.2
PB2015.14919.2_3,-15.7
PB2015.14919.2_2,-15.6
PB2015.14919.2_1,-24.1
PB2015.14919.2_0,-24.5
PB2015.11198.1_18,-11.7
PB2015.14919.2_9,-17.6
PB2015.2154.1_10,-11.2
PB2015.3396.1_18,-21.1
PB2015.3396.1_19,-27.1
PB2015.15338.4_10,-22.5
PB2015.3396.1_11,-19.7
PB2015.3396.1_12,-16.0
PB2015.3396.1_13,-19.9
PB2015.3396.1_14,-30.5
PB2015.3396.1_15,-25.3
PB2015.3396.1_16,-26.3
PB2015.3396.1_17,-22.6
PB2015.1959.2_2,-21.9
PB2015.1959.2_3,-19.2
PB2015.1959.2_0,-32.5
PB2015.1959.2_1,-33.9
PB2015.308.2_4,-24.5
PB2015.1959.2_7,-13.4
PB2015.1959.2_4,-16.5
PB2015.3891.2_4,-23.2
PB2015.7613.4_22,-7.4
PB2015.7613.4_23,-5.2
PB2015.7613.4_20,-11.6
PB2015.1959.2_9,-10.9
PB2015.7613.4_26,-0.4
PB2015.3891.2_7,-29.6
PB2015.7613.4_24,-4.4
PB2015.7613.4_25,0
PB2015.10741.4_29,-15.7
PB2015.10741.4_28,-15.1
PB2015.1547.1_2,-15.9
PB2015.10741.4_23,-12.3
PB2015.10741.4_22,-17.2
PB2015.10741.4_21,-14.7
PB2015.10741.4_20,-12.6
PB2015.10741.4_27,-14.2
PB2015.10741.4_26,-14.4
PB2015.10741.4_25,-19.2
PB2015.10741.4_24,-9.0
PB2015.3509.1_38,-21.8
PB2015.3509.1_39,-26.2
PB2015.3509.1_30,-9.8
PB2015.3509.1_31,-8.5
PB2015.3509.1_32,-3.9
PB2015.3509.1_33,-19.7
PB2015.3509.1_34,-17.2
PB2015.7383.7_2,-20.6
PB2015.3509.1_36,-20.1
PB2015.3509.1_37,-26.1
PB2015.3891.2_9,-27.0
PB2015.3891.2_8,-27.0
PB2015.10449.2_24,-32.8
PB2015.10449.2_25,-28.4
PB2015.6593.3_6,-29.6
PB2015.6593.3_7,-26.1
PB2015.6593.3_0,-26.2
PB2015.10449.2_21,-45.9
PB2015.10449.2_22,-37.6
PB2015.10449.2_23,-35.6
PB2015.10449.2_28,-14.7
PB2015.10449.2_29,-14.9
PB2015.13385.1_1,-15.9
PB2015.15338.4_14,-16.9
PB2015.633.1_30,-13.8
PB2015.633.1_31,-14.6
PB2015.9922.1_28,-19.9
PB2015.9922.1_29,-21.0
PB2015.9922.1_26,-19.4
PB2015.9922.1_27,-25.0
PB2015.9922.1_24,-25.9
PB2015.9922.1_25,-19.7
PB2015.9922.1_22,-20.7
PB2015.9922.1_23,-21.0
PB2015.9922.1_20,-12.9
PB2015.9922.1_21,-18.0
PB2015.13065.2_1,-20.3
PB2015.13065.2_6,-27.3
PB2015.3464.2_7,-24.6
PB2015.7833.1_8,-19.7
PB2015.7833.1_9,-11.8
PB2015.6861.8_0,-10.6
PB2015.7833.1_2,-30.1
PB2015.7833.1_3,-36.5
PB2015.7833.1_0,-37.5
PB2015.7833.1_1,-31.3
PB2015.7833.1_6,-28.2
PB2015.7833.1_7,-23.2
PB2015.7833.1_4,-33.3
PB2015.7833.1_5,-26.1
PB2015.5108.5_53,-5.8
PB2015.5108.5_52,-5.8
PB2015.5108.5_51,-9.0
PB2015.5108.5_50,-9.5
PB2015.5108.5_57,-6.6
PB2015.5108.5_56,-0.8
PB2015.5108.5_55,-2.0
PB2015.5108.5_54,-6.1
PB2015.5108.5_59,-13.4
PB2015.5108.5_58,-14.1
PB2015.8019.2_8,-21.7
PB2015.8019.2_9,-19.6
PB2015.2801.2_4,-28.5
PB2015.8019.2_4,-13.7
PB2015.8019.2_5,-16.9
PB2015.8019.2_6,-21.0
PB2015.8019.2_7,-23.0
PB2015.8019.2_0,-15.5
PB2015.8019.2_1,-23.5
PB2015.8019.2_2,-23.7
PB2015.8019.2_3,-19.2
PB2015.11213.5_18,-18.5
PB2015.11213.5_19,-14.2
PB2015.2801.2_6,-18.9
PB2015.3644.3_4,-8.9
PB2015.11213.5_10,-36.7
PB2015.11213.5_11,-32.8
PB2015.11213.5_12,-32.5
PB2015.11213.5_13,-25.5
PB2015.11213.5_14,-14.6
PB2015.11213.5_15,-11.8
PB2015.11213.5_16,-15.4
PB2015.11213.5_17,-20.0
PB2015.9634.3_40,-19.5
PB2015.9634.3_41,-16.1
PB2015.3866.1_2,-42.1
PB2015.3866.1_3,-36.7
PB2015.3866.1_4,-36.8
PB2015.3866.1_5,-43.3
PB2015.3866.1_6,-45.8
PB2015.3866.1_7,-29.6
PB2015.3866.1_8,-29.8
PB2015.3866.1_9,-18.6
PB2015.6280.1_81,-22.8
PB2015.3473.1_54,-15.8
PB2015.3473.1_55,-13.1
PB2015.3473.1_56,-13.1
PB2015.3473.1_57,-10.9
PB2015.3473.1_50,-4.4
PB2015.3473.1_51,-5.9
PB2015.3473.1_52,-13.5
PB2015.3473.1_53,-17.1
PB2015.6447.2_2,-15.9
PB2015.6447.2_1,-23.5
PB2015.6447.2_0,-22.3
PB2015.3473.1_58,-14.0
PB2015.3473.1_59,-14.1
PB2015.10086.3_70,-3.2
PB2015.4168.1_10,-11.4
PB2015.4168.1_11,-6.4
PB2015.4168.1_12,-6.9
PB2015.4168.1_13,-7.1
PB2015.13743.2_19,-9.0
PB2015.13743.2_18,-13.5
PB2015.4168.1_16,-8.0
PB2015.4168.1_17,-11.4
PB2015.4168.1_18,-17.1
PB2015.13743.2_14,-10.3
PB2015.13743.2_17,-14.9
PB2015.13743.2_16,-17.5
PB2015.13743.2_11,-14.7
PB2015.13743.2_10,-18.9
PB2015.13743.2_13,-9.7
PB2015.13743.2_12,-7.3
PB2015.8525.8_25,-10.2
PB2015.8525.8_24,-11.3
PB2015.7455.1_0,-22.8
PB2015.8525.8_26,-14.2
PB2015.8525.8_21,-18.0
PB2015.8525.8_20,-17.4
PB2015.8525.8_23,-14.0
PB2015.8525.8_22,-18.8
PB2015.1574.1_21,-2.2
PB2015.1574.1_20,-2.2
PB2015.1574.1_23,-4.4
PB2015.1574.1_22,-0.7
PB2015.8525.8_29,-4.9
PB2015.1574.1_24,-6.3
PB2015.16788.2_5,-8.6
PB2015.16593.1_32,-14.3
PB2015.16026.1_2,-37.6
PB2015.16788.2_4,-11.6
PB2015.15495.1_4,-30.5
PB2015.15495.1_2,-30.7
PB2015.466.1_6,-10.8
PB2015.15495.1_0,-26.6
PB2015.15495.1_1,-28.4
PB2015.16788.2_6,-16.6
PB2015.466.1_0,-21.1
PB2015.13157.4_3,-11.2
PB2015.16593.1_33,-13.8
PB2015.13157.4_0,-6.1
PB2015.13503.1_90,-10.6
PB2015.13545.1_5,-10.4
PB2015.16788.2_2,-22.9
PB2015.2955.2_17,-22.2
PB2015.2955.2_16,-22.4
PB2015.2955.2_15,-27.6
PB2015.14015.1_6,-20.0
PB2015.2955.2_13,-19.0
PB2015.14015.1_0,-11.5
PB2015.14015.1_3,-20.3
PB2015.14015.1_2,-20.4
PB2015.14015.1_9,-17.3
PB2015.14015.1_8,-15.2
PB2015.2955.2_19,-14.5
PB2015.2955.2_18,-11.2
PB2015.4454.3_8,-29.1
PB2015.7173.1_8,-14.1
PB2015.13571.4_11,-19.6
PB2015.13770.13_2,-18.3
PB2015.687.1_5,-36.0
PB2015.13571.4_13,-10.7
PB2015.13571.4_14,-10.3
PB2015.13571.4_15,-13.8
PB2015.13770.13_6,-15.5
PB2015.11888.1_10,-16.9
PB2015.11888.1_11,-12.8
PB2015.4354.3_0,-33.5
PB2015.13571.4_18,-13.8
PB2015.1693.1_31,-7.7
PB2015.13571.4_19,-22.2
PB2015.8784.1_10,-25.2
PB2015.8784.1_11,-32.8
PB2015.8784.1_12,-25.3
PB2015.8784.1_13,-22.5
PB2015.8784.1_14,-22.7
PB2015.8784.1_15,-21.5
PB2015.16376.8_18,-27.6
PB2015.16376.8_19,-31.4
PB2015.15685.1_13,-8.8
PB2015.15685.1_12,-6.4
PB2015.16376.8_14,-11.5
PB2015.15685.1_10,-7.1
PB2015.16376.8_12,-21.2
PB2015.15685.1_16,-9.6
PB2015.16376.8_10,-21.9
PB2015.15685.1_14,-9.6
PB2015.14017.1_3,-13.2
PB2015.14017.1_2,-17.8
PB2015.14017.1_1,-24.8
PB2015.14017.1_0,-34.0
PB2015.13503.1_95,-10.1
PB2015.11953.1_11,-29.8
PB2015.11953.1_10,-29.2
PB2015.15791.1_1,-28.8
PB2015.2017.2_13,-22.4
PB2015.2017.2_10,-11.8
PB2015.2017.2_11,-8.7
PB2015.15791.1_5,-13.3
PB2015.15791.1_4,-16.0
PB2015.15791.1_6,-6.3
PB2015.14997.3_4,-29.5
PB2015.4908.2_2,-13.8
PB2015.10146.3_11,-20.6
PB2015.14997.3_6,-25.5
PB2015.3286.1_8,-22.1
PB2015.3286.1_9,-22.4
PB2015.3286.1_4,-29.8
PB2015.3286.1_5,-25.1
PB2015.3286.1_6,-25.6
PB2015.3286.1_7,-32.5
PB2015.3286.1_0,-23.5
PB2015.3286.1_1,-25.7
PB2015.3286.1_2,-23.7
PB2015.3286.1_3,-25.2
PB2015.14997.3_2,-33.5
PB2015.4908.2_4,-14.2
PB2015.7678.2_8,-25.6
PB2015.7678.2_9,-26.8
PB2015.7678.2_4,-23.4
PB2015.7678.2_5,-32.6
PB2015.7678.2_6,-29.0
PB2015.7678.2_7,-16.4
PB2015.1078.1_22,-15.3
PB2015.7678.2_1,-31.0
PB2015.7678.2_2,-29.2
PB2015.7678.2_3,-28.0
PB2015.956.8_15,-22.7
PB2015.2956.1_4,-25.0
PB2015.2956.1_3,-17.0
PB2015.2956.1_2,-21.7
PB2015.2956.1_1,-25.2
PB2015.2956.1_0,-24.4
PB2015.10923.7_3,-29.5
PB2015.7828.1_2,-15.1
PB2015.956.8_16,-16.1
PB2015.2801.2_17,-31.3
PB2015.7828.1_3,-15.6
PB2015.6367.2_47,-6.7
PB2015.2801.2_16,-29.9
PB2015.10866.4_12,-28.4
PB2015.10923.7_4,-32.8
PB2015.2801.2_19,-23.6
PB2015.10866.4_13,-26.4
PB2015.6367.2_45,-10.8
PB2015.2524.14_16,-34.2
PB2015.7828.1_6,-9.1
PB2015.6367.2_44,-7.5
PB2015.7828.1_7,-10.8
PB2015.2281.4_9,-27.6
PB2015.2524.14_14,-14.0
PB2015.6861.8_50,-22.0
PB2015.10497.4_7,-17.2
PB2015.10866.4_17,-19.0
PB2015.10280.7_29,-15.3
PB2015.14672.3_62,-38.6
PB2015.4096.3_10,-16.6
PB2015.16522.26_10,-7.8
PB2015.5208.1_6,-13.9
PB2015.4096.3_13,-14.9
PB2015.5208.1_0,-32.3
PB2015.4096.3_15,-19.9
PB2015.15206.1_0,-26.1
PB2015.15206.1_1,-33.5
PB2015.15206.1_2,-27.9
PB2015.15206.1_3,-43.1
PB2015.15206.1_4,-35.5
PB2015.15206.1_5,-40.8
PB2015.15206.1_6,-38.6
PB2015.6948.4_8,-14.4
PB2015.15206.1_8,-25.9
PB2015.6948.4_6,-12.5
PB2015.6948.4_5,-15.8
PB2015.6948.4_4,-22.1
PB2015.6948.4_3,-23.6
PB2015.6948.4_2,-28.6
PB2015.6948.4_1,-27.2
PB2015.6948.4_0,-29.3
PB2015.1078.1_27,-27.6
PB2015.7447.1_3,-38.7
PB2015.7447.1_2,-35.8
PB2015.7447.1_1,-26.8
PB2015.7447.1_0,-27.8
PB2015.7831.3_5,-31.7
PB2015.1078.1_24,-25.4
PB2015.5035.1_24,-24.7
PB2015.5035.1_27,-9.5
PB2015.5035.1_26,-14.0
PB2015.5035.1_21,-19.9
PB2015.5035.1_20,-18.0
PB2015.5035.1_23,-23.6
PB2015.5035.1_22,-21.1
PB2015.12788.1_9,-14.4
PB2015.5035.1_29,-9.0
PB2015.5035.1_28,-9.4
PB2015.6721.3_9,-16.9
PB2015.12788.1_7,-12.0
PB2015.11935.2_20,-12.7
PB2015.1078.1_25,-33.8
PB2015.6359.7_13,-15.4
PB2015.6704.6_3,-30.6
PB2015.6704.6_2,-29.5
PB2015.6704.6_1,-25.9
PB2015.6704.6_0,-21.2
PB2015.6704.6_7,-16.5
PB2015.6704.6_6,-20.0
PB2015.6704.6_5,-19.9
PB2015.6704.6_4,-32.6
PB2015.6704.6_9,-32.1
PB2015.6704.6_8,-23.2
PB2015.12788.1_3,-26.8
PB2015.13023.2_4,-17.3
PB2015.13023.2_5,-20.9
PB2015.13023.2_6,-16.3
PB2015.13023.2_7,-9.9
PB2015.13023.2_0,-25.5
PB2015.13023.2_1,-29.6
PB2015.13023.2_2,-27.2
PB2015.13023.2_3,-24.5
PB2015.14943.11_1,-25.2
PB2015.15079.3_36,-21.0
PB2015.14943.11_3,-27.7
PB2015.14943.11_2,-26.2
PB2015.14943.11_5,-34.7
PB2015.13023.2_9,-10.6
PB2015.14943.11_7,-30.1
PB2015.15079.3_37,-24.7
PB2015.13877.1_33,-29.7
PB2015.1077.5_18,-24.4
PB2015.2583.1_5,-10.7
PB2015.10100.1_20,-21.6
PB2015.10100.1_23,-13.9
PB2015.10100.1_22,-13.6
PB2015.10100.1_25,-11.8
PB2015.10100.1_24,-17.1
PB2015.10100.1_27,-10.1
PB2015.2583.1_2,-20.9
PB2015.10100.1_29,-8.2
PB2015.10100.1_28,-8.2
PB2015.2583.1_9,-6.5
PB2015.2583.1_8,-4.7
PB2015.15351.2_17,-6.3
PB2015.3238.6_4,-15.4
PB2015.3238.6_5,-12.3
PB2015.3238.6_0,-29.3
PB2015.3238.6_1,-21.7
PB2015.3238.6_2,-16.1
PB2015.3238.6_3,-19.4
PB2015.16263.1_29,-17.2
PB2015.16263.1_28,-24.6
PB2015.6861.8_58,-35.0
PB2015.16263.1_21,-18.6
PB2015.16263.1_20,-12.9
PB2015.16263.1_23,-17.5
PB2015.16263.1_22,-17.3
PB2015.16263.1_25,-19.9
PB2015.16263.1_24,-21.6
PB2015.16263.1_27,-26.4
PB2015.16263.1_26,-14.3
PB2015.406.4_39,-13.3
PB2015.1077.5_11,-4.0
PB2015.1830.1_12,-41.4
PB2015.8960.3_16,-23.3
PB2015.8960.3_17,-26.3
PB2015.8960.3_14,-19.4
PB2015.8960.3_15,-13.0
PB2015.8960.3_12,-31.2
PB2015.8960.3_13,-22.7
PB2015.8960.3_10,-24.0
PB2015.8960.3_11,-32.9
PB2015.9239.2_0,-31.0
PB2015.8960.3_18,-30.1
PB2015.8960.3_19,-19.4
PB2015.8381.1_9,-18.7
PB2015.8381.1_8,-17.3
PB2015.8381.1_3,-15.3
PB2015.8381.1_2,-22.0
PB2015.8381.1_1,-21.2
PB2015.8381.1_0,-17.3
PB2015.8381.1_7,-15.7
PB2015.8381.1_6,-13.7
PB2015.8381.1_5,-12.6
PB2015.8381.1_4,-14.7
PB2015.4291.2_2,-13.8
PB2015.4291.2_3,-16.4
PB2015.4291.2_0,-11.5
PB2015.4291.2_1,-11.7
PB2015.9482.1_5,-18.4
PB2015.406.4_33,-19.4
PB2015.15646.1_11,-21.1
PB2015.7187.1_8,-15.3
PB2015.7187.1_9,-15.2
PB2015.7187.1_6,-15.3
PB2015.7187.1_7,-17.4
PB2015.7187.1_4,-12.5
PB2015.7187.1_5,-14.0
PB2015.7187.1_2,-20.9
PB2015.7187.1_3,-16.9
PB2015.7187.1_0,-33.6
PB2015.7187.1_1,-25.8
PB2015.6572.2_6,-47.1
PB2015.6572.2_7,-42.9
PB2015.6572.2_4,-32.4
PB2015.6572.2_5,-44.9
PB2015.6572.2_2,-35.5
PB2015.6572.2_3,-35.4
PB2015.6572.2_0,-31.3
PB2015.6572.2_1,-29.9
PB2015.15646.1_15,-20.9
PB2015.6572.2_8,-28.4
PB2015.6572.2_9,-19.8
PB2015.6993.4_38,-3.0
PB2015.10154.1_9,-31.7
PB2015.14567.2_35,-22.5
PB2015.14567.2_36,-27.2
PB2015.14567.2_37,-26.9
PB2015.14567.2_30,-30.0
PB2015.14567.2_31,-24.4
PB2015.14567.2_32,-13.6
PB2015.14567.2_33,-25.8
PB2015.10154.1_1,-32.8
PB2015.10154.1_0,-30.6
PB2015.10154.1_3,-25.6
PB2015.10154.1_2,-28.1
PB2015.10154.1_5,-26.1
PB2015.14567.2_39,-26.2
PB2015.10154.1_7,-27.9
PB2015.10154.1_6,-33.3
PB2015.8158.2_3,-15.7
PB2015.2890.6_16,-20.3
PB2015.1343.1_13,-19.8
PB2015.13503.1_176,-16.2
PB2015.13503.1_177,-16.2
PB2015.13503.1_174,-17.8
PB2015.13503.1_175,-12.1
PB2015.13503.1_172,-9.9
PB2015.13503.1_173,-10.9
PB2015.13503.1_170,-12.1
PB2015.13503.1_171,-14.0
PB2015.13503.1_178,-17.2
PB2015.13503.1_179,-13.8
PB2015.16671.1_28,-15.7
PB2015.6033.1_60,-29.4
PB2015.6033.1_61,-35.6
PB2015.6033.1_62,-29.3
PB2015.6033.1_63,-24.3
PB2015.6033.1_64,-27.8
PB2015.6033.1_65,-13.0
PB2015.6033.1_66,-32.7
PB2015.6033.1_67,-35.1
PB2015.6033.1_68,-24.0
PB2015.13954.1_1,-22.2
PB2015.13954.1_2,-28.6
PB2015.16748.3_60,-8.9
PB2015.16748.3_64,-12.2
PB2015.8597.1_2,-18.5
PB2015.7582.1_9,-18.4
PB2015.13670.1_19,-21.8
PB2015.13670.1_18,-24.7
PB2015.13670.1_15,-25.5
